-0.4525252 -0.8907047 0.02300506
0.6528502 -0.8458747 0.02108445
0.3979041 0.9134504 -0.0013908
0.09523301 1.054986 0.00628025
0.5239898 -0.941104 0.03776228
-0.0262946 1.004394 0.02179162
0.4245459 0.9081925 -0.0285324
-0.9914314 -0.2748777 0.05108846
-1.012615 -0.0352555 0.0379796
-0.7304934 -0.6309835 -0.0312168
0.8791467 0.3461147 0.04394252
-0.8454329 -0.4586898 0.08494412
-0.3850727 0.9208952 0.00558477
0.2401671 0.8836523 0.04803932
1.030956 -0.2602377 0.07270965
0.8711563 0.5018122 -0.0402896
-1.017577 -0.0055609 0.02779346
0.5919266 0.7867122 0.03608653
0.2968938 0.9459822 0.00662452
-0.8315876 -0.403408 0.05416447
0.6072732 -0.7823157 -0.0182249
-0.7116698 -0.7390734 0.01252387
-0.5372357 0.8592843 0.00196889
-0.8932135 -0.4196326 -0.0108159
0.07238223 -0.9132109 0.04862236
0.579431 0.8187206 -0.0007589
0.8662957 -0.4956995 0.00595943
-0.3595167 1.03311 -0.0163078
-0.7784818 -0.6028631 -0.0865145
-0.0978664 -0.9878286 0.02240619
0.8867942 0.4013573 0.04856408
0.7541975 0.7424313 -0.0178712
1.05449 -0.077174 0.02381608
-0.2053988 -0.9561935 -0.0305776
0.7970704 0.5505686 0.03127124
0.8066438 0.6291378 -0.0021966
-0.0722066 1.009209 -0.0157249
-0.4150387 -0.97207 0.01993414
-0.0831856 1.085167 0.0359923
0.507577 -0.7941202 0.02209442
-0.2381655 0.9057287 -0.0305324
-0.6344385 0.6892956 -0.0257716
-0.8517859 -0.595751 0.00465477
-0.5734966 -0.8914041 0.06845987
-0.7232516 0.7123779 0.0318422
-0.67738 0.8037861 -0.0052112
-0.4641712 -0.9693576 -0.0344596
-0.7108782 -0.7607005 -0.0682099
0.6119706 0.8453011 -0.0168075
-0.5804743 -0.7458711 -0.0398432
0.1699191 -0.9753816 0.0132484
0.7689811 -0.622375 -0.0136208
-0.2929491 -0.9795689 0.01718237
-0.2086039 -1.001468 0.01579961
0.2997382 -0.9647487 0.00309421
-0.0316683 -1.044972 0.01082174
0.2230901 -0.9750819 0.01375148
0.9099784 -0.4843764 -0.0155284
0.3913913 0.8843374 -0.0275508
-0.9952396 -0.056835 0.03616623
-1.025552 0.02438884 0.0936955
-0.0574365 1.009172 0.00857179
0.7787806 0.6906266 -0.0371231
0.5150449 0.8358649 -0.0268056
-0.9675723 0.116985 -0.0816102
-0.8908005 -0.5022659 -0.034013
-1.052795 -0.1772752 -0.0103016
-0.1170348 1.059045 -0.0430465
-0.6519069 0.7238578 0.01769686
0.7757394 -0.6810511 -0.0009876
0.393839 0.9388235 -0.024617
0.4914811 0.8681676 0.00246011
-1.0298 -0.3099082 0.00173572
0.2242573 -0.939494 -0.031988
-0.8970434 0.4742951 0.02297543
-0.7381823 0.6463259 -0.0471291
0.04326408 1.024984 0.00162092
0.6332079 0.7825192 0.00723937
-0.9877009 -0.3346106 -0.0041075
-0.6260111 0.746164 0.0882138
0.9284858 0.5211704 0.06636477
0.9288368 0.3225315 0.04703509
0.5494481 -0.8704403 0.01046321
0.312492 -0.902157 -0.0208701
0.3788501 -0.9361303 0.02969211
-0.6153127 -0.9063245 -0.0177639
0.9138843 -0.5754019 0.01075579
-0.7303754 0.7034292 0.01048837
-1.067262 -0.054688 -0.042956
0.9489682 -0.244581 -0.0001919
-0.1713969 -0.9744681 0.01154753
-0.0589864 0.9295416 -0.0718201
0.4990586 0.8236492 0.05885493
0.3550708 -0.8948407 -0.0847769
0.4710227 0.8511497 -0.061292
-0.7010316 0.7238472 -0.0347031
-0.9865252 -0.1712758 -0.0009419
0.7607547 -0.5345846 -0.0158275
-0.5738816 -0.769618 -0.02144
0.9270662 0.1006509 0.03652247
0.578869 -0.7721276 0.00342795
-0.6539927 0.7634713 0.04445028
0.4269167 0.8369188 -0.0378636
1.041257 0.04925253 0.08134313
-0.9785518 -0.0505186 -0.0090153
0.3977546 0.8860607 -0.0107711
0.8899992 0.571628 0.06580374
0.8692806 -0.4194305 0.02704047
-0.2447104 0.9252068 -0.0189327
0.936101 0.1209278 0.004459
-0.8148593 0.5855374 -0.0573582
-0.9705409 0.2927853 -0.0095683
-0.2825028 -0.998089 -0.0374855
0.9065384 -0.4166981 -0.0003654
0.7279068 0.6828516 -0.0033689
-0.0941138 0.9885787 -0.0110291
0.4283836 -0.9445792 -0.0344655
-0.7962189 -0.5924116 0.0249398
0.2138914 -0.9747726 -0.0105008
-0.6636963 0.7707521 0.07392181
-0.3056799 0.8571669 0.00342565
1.030233 0.2237844 0.05934804
0.8969428 -0.2808418 0.05280012
0.8569028 0.392391 0.05079991
-0.8865306 0.4850658 -0.0629902
0.1169559 -0.9904328 0.00447791
-0.9426945 -0.3353657 -0.0035864
-0.8961589 -0.4528128 0.0003698
0.3445988 -0.9538531 0.0366014
-0.6866495 0.7026338 -0.0821461
0.2929296 -0.9727051 0.00899222
-1.010291 -0.0060054 -0.0289151
-0.184142 -0.9294694 -0.011086
1.035673 -0.0431184 0.08144413
0.6415739 -0.8476114 -0.076684
-0.0801708 -0.950155 -0.0021712
-0.3147873 0.9773532 0.05544071
0.9675598 0.2916836 0.08126896
-0.8922702 -0.3758196 0.01993218
0.4362592 -0.9196537 -0.0228195
-0.2017404 1.022412 0.05488388
-0.8861998 0.5755693 -0.0061842
-0.6067962 -0.7956248 -0.0095983
0.8978401 -0.3494042 -0.0155058
0.6368266 0.7571368 0.01472598
0.8540821 -0.4669925 0.06688469
0.8954814 0.2036137 -0.0394695
-0.7769882 0.6470632 0.03396865
0.8863655 -0.5043673 0.02329869
-0.5083488 -0.8598643 0.00059735
0.3925786 0.9340613 0.05509504
0.8106082 -0.4828015 -0.0442453
0.9269958 0.3424513 0.03581956
0.5689212 -0.7458152 -0.0729574
0.8718963 0.3148957 -0.0539321
0.204139 0.9767487 0.03075248
0.9148624 -0.4709952 -0.0891713
-0.449887 0.8899445 0.02069098
-0.9166571 -0.4619573 -0.0723668
0.407942 -0.9186377 0.01516105
0.8167041 0.512904 0.04933635
0.9243759 -0.4781375 0.00250526
-0.1106222 0.9905781 0.00816699
-0.9641203 0.1407473 0.04709103
0.6052268 -0.8887156 -0.033692
-0.8175051 -0.5529537 -0.0356378
0.8372463 0.5350288 0.0095613
-0.8061915 -0.6093717 0.02652331
0.3554443 -0.9437524 -0.0075581
0.2894003 0.9593199 -0.0007966
-0.7287544 -0.7325371 0.09232039
0.931007 0.03527424 0.03566583
0.9903189 -0.0061715 0.02731654
-0.4192207 0.8633407 0.01092947
-0.6395701 0.8382642 0.02392218
-1.003214 -0.0655931 0.0947401
-0.7168918 -0.708012 0.05961081
0.8855559 -0.4724666 -0.0726776
-0.037043 -1.000509 0.04464802
-0.7894323 -0.6127975 0.00378106
0.0872189 -1.00493 0.06913141
-0.839012 -0.5516946 0.00118192
0.7531964 -0.5299208 0.00339806
0.0310178 -1.020277 0.06031104
-0.7361953 0.6539974 -0.0985032
0.3812882 -0.9265354 -0.0488804
-0.903648 -0.3102941 -0.0607638
0.8903593 0.4020455 0.09175167
-0.9208362 -0.2806829 -0.0392001
0.6022197 -0.8775923 0.063673
-0.2716924 -0.9763059 0.05270111
-0.9883425 -0.039914 0.03734058
-0.4781066 0.8670873 -0.0058362
-0.9949707 -0.14876 -0.0182881
0.4715608 0.8294519 -0.074302
1.017783 -0.0731143 0.05623087
-0.1971963 -0.9408268 0.023012
-0.9467975 0.1147495 -0.0368247
0.9022108 0.5566423 0.00415021
-0.7755664 -0.7186656 -0.0401669
0.4772231 -0.873987 -0.026157
-1.015976 -0.1790994 0.074983
0.6925607 0.6321898 0.05827533
-0.4588836 0.9291012 0.03059828
0.1188605 -1.081263 0.03850651
0.8366917 0.5030215 0.0679673
-0.8106366 0.6715391 0.00052005
0.8829255 0.4701936 0.00041436
1.070633 -0.0124207 -0.0218114
-0.6517914 -0.7921946 0.04200751
-0.9906625 -0.0247946 -0.0954052
-0.3147039 -0.8824713 -0.0183492
-0.4445942 -0.9264207 0.06500786
0.7827529 -0.5730028 0.00830768
0.08604859 1.064891 -0.0704518
-0.1619818 -0.9867987 0.00072935
-1.004771 0.2411631 0.09013502
-0.9150786 -0.1338567 -0.0560842
0.5360972 0.876226 0.02449636
0.7688923 0.6917978 0.06084953
-0.0206958 -1.079193 0.02294882
0.8923934 -0.4637655 0.00766431
0.325866 0.9995852 0.01091944
0.07032383 1.003159 -0.0168789
-0.9525768 -0.0361829 -0.0317952
-1.062538 0.1041366 0.04840984
0.659086 -0.6818433 0.05616286
0.6263126 -0.8114909 -0.0224464
-0.9382713 -0.1759027 -0.038619
-0.6697871 -0.6517938 0.01582675
-0.6326931 0.8163546 0.02131273
0.3447057 -0.8768006 -0.0679305
-0.4586594 -0.8286213 0.06920815
0.8269269 -0.671244 -0.00386
-0.4040283 -0.907478 0.0615304
-0.9781378 -0.2400336 -0.0022544
-0.7022534 0.6901054 0.02824615
0.5198099 -0.9463645 -0.0123266
0.764376 0.6510917 -0.0081548
0.6882214 -0.7241117 0.0014499
0.5638542 -0.778839 0.08010265
0.5339786 0.8036512 -0.0159897
-0.9908342 -0.154363 0.00801654
0.5243855 0.9225736 0.01073216
0.9910372 0.06489239 0.04336176
-0.474273 -0.9496884 0.0350037
-0.8714417 0.4753995 0.00697509
