t,red_pos_X,red_pos_Y,blue_pos_X,blue_pos_Y
1.718396903641703,1.3301735961457015,0.9935642451774511,1.081699834012192,-1.2959179751031422
2.998055954146877,1.310404431547636,1.0127720792761834,1.0049968450436904,-1.2543940232315547
6.01507321358367,1.2703120369866738,1.0283862739184186,1.1136959029978442,-1.3212565699300398
8.26765107217987,1.3311306313337534,0.9482227142755478,1.0018453465563593,-1.2852085972439224
9.279320656039637,1.346158981620144,0.9634850225184447,1.1130075799398527,-1.261146559950236
10.27991777117844,1.3251398456423034,0.9767830889088128,1.0819956950560674,-1.201582393648549
11.833961719611134,1.3171628558935138,0.9258395176615511,1.1179585370878828,-1.2835179688768672
14.017141647789263,1.337333069009279,0.9471139377514582,1.1531431458772692,-1.2454995839654792
15.350443066599395,1.2938029456756,0.9807903538244169,1.056927585327275,-1.2616519917771667
17.376633457932975,1.3246403865283665,0.9243188017939549,1.017160852784797,-1.3558051530872328
18.632964156812932,1.3107839873356566,0.9152605155470813,1.110264584768307,-1.2428540793308411
21.00279288088705,1.3027951191560374,0.9420978539418506,1.1998647968219909,-1.2532898501257925
22.955633702748575,1.2548375141976604,0.9260614590522835,1.0495240521280305,-1.2272512766978976
24.001799164086844,1.2823396354947547,0.9075605354081566,1.0379400219390416,-1.2377383484386155
29.94342739668246,1.3179662675815074,0.9139975615086862,1.0868570381627567,-1.1963426379639803
42.1712360652311,1.329742208083587,0.8772001956253076,1.0670716601987078,-1.273898563037571
43.290610163408985,1.3070967247140846,0.8407168489209133,1.120471833757174,-1.2744730655341816
44.305042449556026,1.324491672754351,0.853187290748056,1.115037681337375,-1.2526000383491247
45.703702117106815,1.3061133747642202,0.8587658318541734,1.0485777635977651,-1.2205677502768038
47.559411458218825,1.308541013877631,0.8907231326122353,1.2108531359409922,-1.194471904063239
55.20783527305464,1.3007514396417796,0.8471458351945063,1.0605462637497312,-1.0773158158470273
80.39341613050752,1.31954340203046,0.8177509213267555,1.1145369061451764,-1.1108181085891096
85.82627695082157,1.334507370586838,0.7844409585833155,1.1236964481112464,-1.1722168051431783
89.48780956537368,1.3377001243518112,0.764712376361934,1.1501589299860149,-1.1181073549111986
90.75737918381724,1.3352251130833035,0.7752435404754477,1.0934694928617192,-1.06908777951447
95.2349127258912,1.315266374454076,0.7820830362790536,1.0969415432087777,-1.0775087106382555
98.70730814680239,1.3168502496837606,0.7512226218730732,1.1193896412346984,-1.1091630428641313
101.13231885742321,1.3255496856801294,0.7505541782329876,1.1974199965213976,-1.0780446304495992
118.81913697377911,1.3174643672843875,0.692276930960464,1.1254815574651902,-1.0123228126554293
119.90569201434504,1.3202097897721226,0.6960937264200379,1.1798759904927958,-1.0321073474127693
133.6399700084139,1.3400089513323268,0.6556966871897095,1.0868250273188136,-0.9114689678527035
142.9402108898285,1.3267637783084232,0.6757822964925164,1.1556643341127801,-0.944613747820207
145.38804397161675,1.3347018543070468,0.6575634787980248,1.1487602546431344,-0.9661465166550851
146.76786156314873,1.3195488646035245,0.6474036233832778,1.153235697155368,-0.9055011408326638
147.77951424052407,1.348492496516977,0.6285851120355064,1.2484952240032037,-0.8794643893536094
155.84876928260482,1.3450888920936543,0.6517469454935376,1.1748130843567772,-0.9240335159730674
157.66087379319404,1.3492674605973618,0.6385389078372465,1.1244187152753524,-0.9449095883743464
