-135.81	69.13
-140.19	69.37
-141.2	69.58
nan	nan
-123.4	48.33
-128	50.84
-123.5	48.34
nan	nan
-132.49	52.88
-132.44	52.91
nan	nan
-132.64	53.02
-131.97	53.71
-132.63	53.02
nan	nan
-55.36	51.56
-54.66	49.52
-53.65	47.48
-52.98	46.31
-56.12	46.84
-58.47	47.57
-57.61	50.38
-55.39	51.53
nan	nan
-61.37	49.01
-61.8	49.29
-61.38	49.03
nan	nan
-63.01	46.71
-64.42	46.61
-63.04	46.68
nan	nan
-60.14	46.48
-60.14	46.5
nan	nan
-122.44	48.92
-124.42	47.18
-124.52	42.48
-123.09	38.45
-121.73	36.62
-117.6	33.34
-117.28	32.64
nan	nan
-97.62	25.82
-95.62	28.84
-90.77	29.03
-87.33	30.22
-82.69	28.15
-80.16	26.66
-80.73999999999999	32.31
-76.89	35.43
-76.47	38.21
-75.66	37.67
-71.31	41.76
-69.44	44.17
-67.69	47.03
-73.18000000000001	45.14
-79.26000000000001	43.28
-82.84	42.59
-83.48999999999999	45.32
-86.36	43.65
-87.75	43.42
-86.01000000000001	45.96
-87	46.59
-91.39	46.79
-90.05	47.96
nan	nan
-71.97	41.11
-71.97	41.15
nan	nan
-80.79000000000001	27.03
-81.01000000000001	26.99
nan	nan
-113.01	42.09
-113.1	42.01
nan	nan
-155.74	20.02
-155.73	19.98
nan	nan
-156.51	20.78
-156.51	20.78
nan	nan
-157.12	21.21
-157.08	20.95
nan	nan
-157.87	21.42
nan	nan
-159.53	22.07
nan	nan
-117.44	66.45999999999999
-119.59	65.23999999999999
-123.95	65.03
-123.69	66.44
-119.21	66.22
-117.44	66.44
nan	nan
-120.71	64.03
-114.91	62.3
-109.07	62.72
-112.62	61.19
-118.68	61.19
-117.01	61.17
-115.97	62.56
-119.46	64
-120.59	63.94
nan	nan
-112.31	58.46
-108.9	59.44
-104.14	58.9
-102.56	56.72
-101.82	58.73
-104.65	58.91
-111	58.51
-112.35	58.62
nan	nan
-98.73999999999999	50.09
-99.75	52.24
-99.62	51.47
-98.81999999999999	50.39
nan	nan
-97.02	50.21
-97.5	54.02
-98.69	52.93
-97.19	51.09
-96.98	50.2
nan	nan
-95.34	49.04
-92.31999999999999	50.34
-94.14	49.47
-95.36	48.82
nan	nan
-80.39	56.16
-79.22	55.94
-80.34	56.08
nan	nan
-103.56	58.6
-103.6	58.58
nan	nan
-101.82	58.03
-102.33	58.1
-101.77	58.06
nan	nan
-101.88	55.79
-97.92	57.15
-101.22	55.85
-101.88	55.74
nan	nan
-117.29	32.48
-114.75	27.8
-112.53	24.8
-110.55	24.07
-114.23	29.59
-112.58	29.99
-109.57	25.94
-105.61	21.94
-102.09	17.87
-95.75	15.94
-92.20999999999999	14.97
nan	nan
-88.45	17.42
-87.01000000000001	21.33
-91.65000000000001	18.72
-96.95999999999999	20.37
-97.65000000000001	25.67
nan	nan
-92.22	14.71
-86.73999999999999	12.06
-83.03	8.65
-79.93000000000001	8.74
-77.17	7.94
-81.98999999999999	8.970000000000001
-83.92	12.7
-86.33	15.8
-88.40000000000001	15.92
nan	nan
-77.61	6.8
-78.7	0.97
-80.75	-4.47
-76.19	-14.57
-70.44	-18.75
-70.68000000000001	-26.15
-71.44	-32.03
-73.38	-37.27
-73.06	-42.11
-73.17	-46.09
-73.52	-48.05
-73.67	-51.56
-71.06	-53.88
-69.14	-50.77
-67.51000000000001	-46.59
-63.49	-42.8
-62.14	-40.16
-57.12	-36.71
-53.17	-34.15
-51.26	-32.02
-48.16	-25.48
-40.73	-22.32
-38.88	-15.24
-34.6	-7.81
-41.95	-3.42
-48.02	-1.84
-48.44	-1.57
-50.81	0
-54.47	5.39
-60.59	8.32
-64.19	9.880000000000001
-70.78	10.64
-70.97	11.89
-76.26000000000001	8.76
-77.61	6.8
nan	nan
-69.14	-52.79
-66.16	-55.08
-70.01000000000001	-54.88
-70.55	-53.85
-69.31	-52.81
nan	nan
-59.29	-51.58
-59.35	-51.54
nan	nan
-58.65	-51.55
-58.55	-51.56
nan	nan
-84.39	21.44
-73.90000000000001	19.73
-79.27	21.18
-83.73999999999999	21.8
-84.31999999999999	21.42
nan	nan
-66.95999999999999	17.95
-67.05	17.89
nan	nan
-77.88	17.22
-78.06	16.98
nan	nan
-74.47	18.08
-69.88	18.99
-71.09999999999999	17.76
-74.45	17.86
nan	nan
-85.28	73.73999999999999
-85.79000000000001	70.95999999999999
-85.13	71.94
-84.73999999999999	72.95999999999999
-80.61	73.09999999999999
-78.45	72.2
-75.44	72.55
-73.89	71.98
-72.56	71.04000000000001
-71.48999999999999	70.56999999999999
-69.78	70.29000000000001
-68.12	69.70999999999999
-65.91	69.19
-66.92	68.39
-64.08	67.68000000000001
-62.5	66.68000000000001
-63.07	65.33
-66.11	66.08
-67.48	65.41
-64.05	63.15
-66.58	63.26
-69.04000000000001	62.33
-72.22	63.77
-76.88	64.17
-73.25	65.54000000000001
-70.09	66.64
-72.05	67.44
-76.31999999999999	68.36
-78.34	70.17
-82.12	69.70999999999999
-87.64	70.12
-89.68000000000001	71.43000000000001
-85.28	73.73999999999999
nan	nan
-80.90000000000001	76.09999999999999
-84.20999999999999	76.28
-88.94	76.38
-85.47	77.40000000000001
-85.43000000000001	77.93000000000001
-87.01000000000001	78.54000000000001
-83.17	78.94
-84.87	79.93000000000001
-81.33	79.81999999999999
-76.27	80.92
-82.88	80.62
-82.58	81.16
-86.51000000000001	81.05
-89.36	81.20999999999999
-90.45	81.38
-89.28	81.86
-87.20999999999999	82.3
-80.51000000000001	82.05
-80.16	82.55
-77.83	82.86
-75.51000000000001	83.05
-71.18000000000001	82.90000000000001
-65.09999999999999	82.78
-63.34	81.8
-68.26000000000001	81.26000000000001
-69.45999999999999	80.34
-71.05	79.81999999999999
-74.40000000000001	79.45999999999999
-75.42	79.03
-75.48	78.92
-76.01000000000001	78.2
-80.66	77.28
-78.06999999999999	76.98
-80.90000000000001	76.13
nan	nan
-92.86	74.13
-92.5	72.7
-94.89	73.16
-92.95999999999999	74.14
nan	nan
-94.8	76.95
-89.68000000000001	76.04000000000001
-88.52	75.40000000000001
-82.36	75.67
-79.39	74.65000000000001
-86.15000000000001	74.22
-91.7	74.94
-95.59999999999999	76.91
-94.87	76.95999999999999
nan	nan
-99.95999999999999	73.73999999999999
-97.89	72.90000000000001
-98.28	71.13
-102.04	72.92
-101.34	73.14
-99.69	73.59
nan	nan
-107.58	73.25
-104.59	71.02
-101.71	69.56
-104.07	68.62
-106.61	69.12
-114.09	69.05
-113.89	70.12
-115.88	70.31999999999999
-116.1	71.31999999999999
-117.45	72.48
-113.53	72.44
-109.84	72.23999999999999
-106.62	71.70999999999999
-107.43	73.04000000000001
nan	nan
-120.96	74.29000000000001
-118.37	72.53
-123.06	71.18000000000001
-123.4	73.77
-120.93	74.27
nan	nan
-108.83	76.73999999999999
-106.25	75.54000000000001
-107.08	74.78
-112.99	74.16
-112.28	74.98999999999999
-116.04	75.33
-115.27	76.2
-110.95	75.56
-109.77	76.31
-108.82	76.7
nan	nan
-115.7	77.45999999999999
-118.1	76.3
-121.13	76.37
-116.04	77.28
nan	nan
-110.01	77.86
-112.36	77.68000000000001
-109.96	77.86
nan	nan
-109.6	78.48
-112.2	78.01000000000001
-109.6	78.48
nan	nan
-97.87	76.61
-99.20999999999999	75.31
-100.86	75.59999999999999
-99.40000000000001	76.26000000000001
-97.79000000000001	76.59999999999999
nan	nan
-94.72	75.53
-94.66	75.52
nan	nan
-104.1	79.01000000000001
-99.19	77.54000000000001
-103.22	78.08
-104.3	78.95
nan	nan
-93.73999999999999	77.52
-93.73999999999999	77.52
nan	nan
-96.88	78.5
-96.91	77.77
-96.94	78.48
nan	nan
-84.69	65.84
-81.58	63.87
-85	62.96
-84.63	65.70999999999999
nan	nan
-81.84	62.75
-82.01000000000001	62.63
nan	nan
-79.88	62.12
-79.88	62.12
nan	nan
-43.53	59.89
-45.29	60.67
-47.91	60.83
-49.9	62.41
-50.71	64.42
-51.39	64.94
-52.96	66.09
-53.62	67.19
-53.51	67.51000000000001
-51.84	68.65000000000001
-52.19	70
-51.85	71.03
-55.41	71.41
-54.63	72.97
-56.98	74.7
-61.95	76.09
-66.38	75.83
-71.13	77
-66.81	77.59999999999999
-70.78	77.78
-64.95999999999999	79.7
-63.38	81.16
-56.89	82.17
-48.18	82.15000000000001
-42.08	82.73999999999999
-38.02	83.54000000000001
-23.96	82.94
-25.97	81.97
-25.99	80.64
-13.57	80.97
-16.6	80.16
-19.82	78.81999999999999
-18.8	77.54000000000001
-21.98	76.45999999999999
-20.69	75.12
-21.78	74.40000000000001
-24.1	73.69
-26.54	73.08
-24.63	72.69
-21.84	71.69
-24.62	71.23999999999999
-27.16	70.89
-27.21	70
-24.1	69.34999999999999
-28.35	68.43000000000001
-32.48	68.56
-35.26	66.26000000000001
-37.9	65.90000000000001
-40.04	65
-40.49	64.04000000000001
-42.01	63.14
-42.88	61.15
-43.09	60.07
-43.56	59.9
nan	nan
-16.26	66.41
-15.32	64.29000000000001
-20.14	63.47
-21.76	64.20999999999999
-21.33	64.97
-23.04	65.62
-21.76	66.26000000000001
-18.77	66.12
-16.23	66.34999999999999
nan	nan
0.5600000000000001	51.47
-1.71	54.94
-3.41	57.52
-5.42	58.14
-5.77	55.59
-3.48	54.82
-4.68	52.88
-2.68	51.58
-3.8	50.08
1.26	51.14
0.65	51.41
nan	nan
-7.17	54.91
-9.970000000000001	53.47
-8.52	51.76
-5.69	54.79
-7.34	55.25
nan	nan
-1.33	60.66
-1.17	60.38
nan	nan
-6.18	58.44
-6.09	58.36
nan	nan
-6.47	57.58
-6.33	57.54
nan	nan
-7.3	57.54
nan	nan
-7.46	57.05
nan	nan
-6.54	56.94
nan	nan
-6	55.94
nan	nan
-5.09	55.55
nan	nan
-4.44	54.38
-4.3	54.19
nan	nan
-8.08	71.02
-8.210000000000001	70.86
nan	nan
16.92	79.52
22.26	78.45999999999999
16.86	76.41
16	77.39
16.03	77.92
16.81	79.5
nan	nan
14.71	79.40000000000001
16.05	79.12
14.02	77.8
13.56	78.45999999999999
12.63	79.26000000000001
14.68	79.40000000000001
nan	nan
22.01	78.23999999999999
21.86	78.23
nan	nan
21.54	77.75
23.88	77.26000000000001
21.53	77.67
22.79	77.79000000000001
nan	nan
23.5	79.97
28.24	79.54000000000001
20.85	78.94
19	79.34
21.05	79.88
23.41	79.95999999999999
nan	nan
46.98	80.23
43.13	79.97
47.18	80.22
nan	nan
50.43	80.19
50.55	79.88
47.77	79.86
50.45	80.14
nan	nan
61.79	80.18000000000001
61.79	80.18000000000001
nan	nan
65.08	80.69
64.27	80.59
65.13	80.68000000000001
nan	nan
-5.13	35.66
4.06	36.63
10.4	37.12
11.36	33.61
20.1	30.1
23.49	32.17
31.65	30.8
35.76	23.74
39.75	14.82
42.93	11.34
51.52	11.45
49.82	6.99
43.13	-0.62
39.15	-7.58
40.37	-13.2
37.74	-18.17
35.33	-22.71
32.84	-28.15
26.5	-34.39
19.55	-35.51
17.5	-30.88
12.24	-18.75
13.89	-12.81
12.05	-5.55
9.67	0.14
7.19	3.79
1.74	5.39
-4.77	4.59
-12	6.75
-15.54	10.98
-16.33	15.5
-16.1	22.29
-12.9	27.12
-9.52	31.09
-5.41	35.58
nan	nan
33.71	0
33.48	-3.42
33.34	-0.2
33.71	0
nan	nan
49.3	-12.5
49.28	-18.79
43.95	-25.5
44.37	-20.08
46.34	-16.31
47.91	-14.08
49.3	-12.5
nan	nan
32.18	30.58
36.08	35.03
32.53	36.17
27.77	36.94
26.51	39.18
31.54	40.82
38.53	40.48
40.35	43.17
39.88	46.45
35.18	44.99
33.5	44.96
30.24	45.14
28.7	41.48
26.55	39.84
23.62	39.67
23.8	37.34
21.9	36.92
18.79	42.02
14.52	44.31
14.58	42.25
18.32	39.57
16.05	39.35
11.52	42.36
6.87	43.08
2.8	41.09
-1.11	37.14
-6.24	36.7
-8.67	39.57
-6.51	43.13
-0.84	45.55
-3.93	48.4
0.48	49.09
4.2	51.29
6.44	52.92
8.42	55.94
11.72	55.49
11.73	53.66
16.78	54.14
21.4	56.32
24.67	57.2
28.94	59.18
24.16	59.52
22.07	62.66
23.76	65.34999999999999
18.7	62.54
19.11	59.67
18.4	58.54
15.34	55.73
11.74	58.08
8.369999999999999	57.68
5.8	59.2
7.38	60.86
7.51	61.86
9.619999999999999	62.99
13.37	65.45999999999999
15.46	67.12
18.54	68.62
22.32	69.64
24.77	70.17
25.93	69.79000000000001
28.56	70.45999999999999
29.75	69.76000000000001
33.83	69.11
41.9	66.84999999999999
35.14	66.25
33.3	66.06999999999999
35.46	64.15000000000001
37.68	64.03
41.71	64.09
44.8	65.58
44.87	68.16
45.92	66.83
51.79	67.84999999999999
53.7	67.89
59.68	68.09
65.06999999999999	69.08
68.56	69.19
68.38	70.97
73.03	71.62
73.8	68.29000000000001
69.42	66.45
73.43000000000001	66.36
77.51000000000001	68.36
80.73999999999999	66.73999999999999
75.27	68.67
75.11	71.8
78.62	70.56
78.43000000000001	71.90000000000001
82.72	71.23
84.25	70.03
81.40000000000001	72.76000000000001
86.5	74.01000000000001
87.68000000000001	74.78
90.25	75.23
nan	nan
68.33	76.70999999999999
66.03	75.62
59.1	74.11
54.92	73.03
56.67	74.09999999999999
58.56	75.09
63.86	75.87
68.19	76.7
nan	nan
53.04	72.56999999999999
58.29	70.39
55.03	70.78
53.44	72.26000000000001
53.63	72.61
nan	nan
90.06	21.03
82.06	15.95
80.05	11.72
76.41	8.6
72.79000000000001	17.43
72.02	20
68.98	21.99
64.62	24.41
57.83	24.77
53.11	26.2
49.67	29.41
50.96	25.15
54.33	23.44
59.03	22.57
57.87	18.86
52.95	15.74
47.26	12.96
42.75	14.68
39.93	19.61
36.92	25.78
33.3	28.46
32.6	30.63
nan	nan
52.22	46.5
51.73	44.73
52.56	41.8
53.43	40.4
54.22	37.86
49.04	38.45
48.17	42.76
49.33	45.64
52.22	46.5
nan	nan
62.32	46.32
60.32	43.06
59.57	45.58
61.94	46.33
nan	nan
79.55	46.12
74.3	44.44
78.62	45.79
79.66	46.07
nan	nan
76.81	41.96
76.73	41.86
nan	nan
35.15	35.15
34.61	34.84
35.18	35.17
nan	nan
23.84	35.33
24.3	34.91
24.09	35.39
nan	nan
15.54	37.89
13.47	37.89
15.54	37.89
nan	nan
9.56	40.95
8.460000000000001	39.99
9.119999999999999	40.69
nan	nan
9.720000000000001	42.6
9.539999999999999	42.35
nan	nan
80.59999999999999	8.949999999999999
79.73	5.96
80.09999999999999	8.300000000000001
nan	nan
11.04	57.44
10.67	57.25
nan	nan
-77.92	24.67
-77.98	24.22
nan	nan
-77.61	23.62
-77.18000000000001	23.64
nan	nan
-75.55	24.13
-75.41	24.31
nan	nan
-91.40000000000001	-0.17
-91.52	-0.26
nan	nan
-60.25	46.68
-60.71	46.33
nan	nan
-63.89	49.47
-63.45	49.43
nan	nan
142.53	-10.6
145.62	-16.34
149.79	-22.09
153.21	-26.82
150.52	-35.19
145.6	-38.53
140.13	-37.69
137.34	-34.77
135.76	-34.56
131.5	-31.34
121.72	-33.65
115.62	-33.25
114.09	-26.01
114.88	-21.27
122.34	-18.13
125.32	-14.53
128.39	-14.9
132.35	-11.42
136.16	-12.43
138.07	-16.45
142.25	-10.78
nan	nan
144.72	-40.68
148.32	-42.14
145.57	-42.77
146.47	-41.19
nan	nan
172.86	-34.23
176.1	-37.52
177.06	-39.49
174.77	-38.03
172.83	-34.27
nan	nan
172.36	-40.53
172.92	-43.81
168.41	-46.13
170.26	-43.21
173.69	-40.94
nan	nan
150.74	-10.18
143.04	-8.26
138.48	-6.97
131.95	-2.94
130.91	-1.35
134.38	-2.64
141.24	-2.62
148.19	-8.15
150.75	-10.27
nan	nan
117.24	7.01
117.9	0.76
113.89	-3.5
109.44	-0.82
113.13	3.38
117.24	7.01
nan	nan
95.31	5.75
102.32	1.4
106.03	-2.98
101.46	-2.81
95.2	5.73
nan	nan
140.91	41.53
140.79	35.75
136.82	34.56
133.56	34.72
132.49	35.41
136.73	37.2
139.82	40
140.68	41.43
nan	nan
133.71	34.3
131.41	31.58
129.38	33.1
133.9	34.37
nan	nan
141.89	45.5
144.12	42.92
140.3	41.64
141.53	45.3
141.89	45.53
nan	nan
142.57	54.36
143.64	49.19
141.99	45.88
141.92	50.85
142.6	54.34
nan	nan
121.92	25.48
120.53	24.7
121.7	25.51
nan	nan
110.81	20.07
109.2	19.66
110.81	20.07
nan	nan
106.51	-6.16
114.15	-7.72
108.71	-7.89
106.51	-6.16
nan	nan
164.27	-20.01
164.16	-20.27
nan	nan
178.61	-17.04
178.61	-17.04
nan	nan
179.45	-16.43
179.35	-16.43
nan	nan
-172.55	-13.39
-172.61	-13.78
nan	nan
122.26	18.67
123.05	13.86
120.73	13.8
120.43	16.43
121.72	18.4
nan	nan
125.34	9.789999999999999
125.56	6.28
122.38	7
125.1	9.380000000000001
nan	nan
119.64	11.35
118.81	10.16
119.59	10.86
nan	nan
90.05	21.74
94.20999999999999	17.79
97.66	15.36
98.20999999999999	9.17
103.22	1.56
100.26	8.300000000000001
100.01	13.52
104.39	10.37
107.32	10.45
107.55	16.34
108.53	21.73
112.69	21.81
118.83	24.93
121.28	30.25
120.73	32.65
121.77	36.9
117.58	38.21
121.62	40.15
125.12	39.08
126.15	35.18
128.33	38.46
129.92	42.04
138.77	47.3
140.72	52.43
137.1	54.07
140.77	58.39
148.57	59.46
153.83	59.1
156.81	61.68
159.9	60.73
163.79	61.73
156.4	57.76
156.42	51.09
161.82	54.88
162.92	57.34
164.48	59.89
170.42	60.17
177.46	62.62
178.2	64.29000000000001
179.48	64.88
nan	nan
-179.87	65.14
-177.13	65.63
-173.46	64.73999999999999
-171.13	66.38
-176.48	67.78
-178.8	68.42
nan	nan
178.88	69.09999999999999
170.2	69.98999999999999
167.68	69.63
159.92	70.14
150.77	71.28
146.92	72.20999999999999
146.04	72.39
139.6	72.23
135.49	71.51000000000001
130.53	70.86
126.1	72.23999999999999
128.94	73.02
123.1	73.28
113.34	73.37
110.43	73.70999999999999
107.88	73.72
112.99	75.59999999999999
106.34	76.40000000000001
104.1	77.52
99.69	76.09
95.12	75.95
89.68000000000001	75.56999999999999
nan	nan
101.96	79.08
101.31	77.86
101.22	79.04000000000001
nan	nan
94.29000000000001	79.29000000000001
100.02	79.43000000000001
95.31	78.68000000000001
95.44	79.65000000000001
97.26000000000001	79.62
nan	nan
95.45999999999999	80.62
92.39	79.66
95.06999999999999	80.54000000000001
nan	nan
91.39	79.62
91.33	79.62
nan	nan
138.54	76.05
144.93	75.45
140.3	74.98999999999999
137.27	75.44
138.29	75.98
nan	nan
146.08	75.29000000000001
147.75	74.73
145.85	75.06
nan	nan
141.44	73.88
141.48	73.84
nan	nan
0.01	-71.68000000000001
6.57	-70.56999999999999
15.04	-70.44
25.1	-70.75
33.37	-69.09999999999999
38.46	-69.77
42.85	-68.16
46.59	-67.23
49.35	-66.95999999999999
52.9	-65.97
58.46	-67.2
63.6	-67.58
70.63	-68.41
69.23999999999999	-70.36
76.2	-69.44
88.08	-66.64
94.98	-66.52
101.53	-66.09
111.31	-65.91
118.64	-66.87
126.24	-66.23999999999999
133.09	-66.18000000000001
139.85	-66.72
146.86	-67.95999999999999
153.65	-68.81999999999999
159.94	-69.56999999999999
164.1	-70.67
170.19	-71.94
165.68	-74.64
163.82	-77.59999999999999
162.1	-78.95
166.72	-82.84
175.58	-83.86
nan	nan
-178.56	-84.37
-147.96	-85.40000000000001
-152.96	-81.12
-153.95	-79.5
-151.24	-77.48
-146.74	-76.44
-137.68	-75.16
-131.63	-74.63
-123.05	-74.41
-114.76	-73.97
-111.91	-75.41
-105.05	-74.77
-100.9	-74.20999999999999
-101.04	-73.18000000000001
-100.28	-73.06
-93.06	-73.33
-85.40000000000001	-73.18000000000001
-79.81999999999999	-73.04000000000001
-78.20999999999999	-72.52
-71.90000000000001	-73.41
-67.51000000000001	-71.09999999999999
-67.56999999999999	-68.92
-66.65000000000001	-66.83
-64.3	-65.28
-59.14	-63.74
-59.58	-64.37
-62.5	-65.94
-62.48	-66.66
-65.64	-68.02
-63.85	-69.06999999999999
-61.69	-70.87
-60.89	-72.70999999999999
-61.07	-74.3
-63.33	-75.88
-76.05	-77.06
-83.04000000000001	-77.12
-74.3	-80.83
-56.4	-82.14
-42.46	-81.65000000000001
-31.6	-80.17
-34.01	-79.2
-32.48	-77.28
-26.28	-76.18000000000001
-17.18	-73.45
-11.2	-72.01000000000001
-8.67	-71.98
-5.45	-71.45
-0.82	-71.73999999999999
0.07000000000000001	-71.68000000000001
nan	nan
164.65	-77.89
170.95	-77.37
179.67	-78.25
nan	nan
-178.74	-78.23999999999999
-165.76	-78.47
-158.42	-77.73
nan	nan
-58.98	-64.63
-60.99	-68.62
-61.02	-71.7
nan	nan
-62.01	-74.94
-52	-77.06999999999999
-42.23	-77.8
-36.22	-78.03
nan	nan
-35.03	-77.81
-26.13	-75.54000000000001
-19.35	-73.04000000000001
-12.16	-71.86
-6.15	-70.65000000000001
-0.57	-69.14
4.93	-70.25
10.91	-69.98999999999999
16.52	-69.87
25.41	-70.22
32.13	-69.29000000000001
33.62	-69.58
nan	nan
70.56	-68.53
73.91	-69.51000000000001
nan	nan
81.42	-67.87
84.67	-66.41
89.06999999999999	-66.73
nan	nan
-135.79	-74.67
-124.34	-73.22
-116.65	-74.08
-109.93	-74.64
-105.36	-74.56
-105.83	-74.77
nan	nan
-69.3	-70.06
-71.33	-72.68000000000001
-71.42	-71.84999999999999
-75.09999999999999	-71.45999999999999
-71.79000000000001	-70.55
-70.34	-69.26000000000001
-69.34	-70.13
nan	nan
-49.2	-77.83
-44.59	-78.79000000000001
-44.14	-80.13
-59.04	-79.95
-49.28	-77.84
-48.24	-77.81
nan	nan
-58.13	-80.12
-63.25	-80.2
-58.32	-80.12
nan	nan
-163.64	-78.73999999999999
-161.2	-79.93000000000001
-163.62	-78.73999999999999
nan	nan
66.81999999999999	66.81999999999999
66.81999999999999	66.81999999999999
nan	nan
